id,processed_content
135,invest group rais robeson lt rbsn stake a group affili miami base invest firm led fundament manag corp rais stake robeson industri corp 238 000 share 14 6 pct total 205 000 12 8 pct a file secur exchang commiss group bought 32 800 robeson common share jan 26 feb 9 175 691 dlr group buy share plan studi robeson oper recommend manag make oper fundament manag chairman carl singer recent elect robeson board
136,gao show cert costli cash a studi grain certif due shortli govern account offic gao show certif cost govern 10 15 pct cash outlay administr industri sourc analysi gao obtain agricultur depart offic manag budget suggest certif cost cash payment a gao offici told reuter gao prepar certif studi specif request sen jess helm chairman senat agricultur committe report focu cost certif compar cash schedul releas mid march cost certif gao sourc depend program impact usda loan program gao determin certif encourag loan entri loan forfeitur net cost program determin certif caus govern grain stockpil decreas cost effect certif gao suggest certif program slow expand gao offici a neg report certif fuel fire certif weigh heavili increas certif program agricultur consult omb expans program usda remain firmli commit
138,dahlberg lt dahl 4th qtr net shr profit 10 ct loss ct net profit 286 870 loss 156 124 rev 10 0 mln 7 577 207 year shr profit ct profit 42 ct net profit 160 109 profit 906 034 rev 38 1 mln 31 2 mln avg shr 2 9 mln 2 2 mln note 1986 year includ 53 week
139,citi nation corp lt ctyn rais dividend shr 16 ct 13 ct pay april 15 record march 31
140,lt page petroleum year loss shr loss 1 98 dlr loss 5 24 dlr net loss 23 3 mln loss 44 8 mln rev 13 6 mln 29 6 mln note 1986 net includ mln dlr extraordinari loss oil ga writedown unreal foreign exchang loss yr ago loss 32 5 mln dlr
142,idb commun group lt idbx year net period end decemb 31 shr 25 ct 20 ct net 801 000 703 000 rev 6 318 000 3 926 000
143,armor product corp lt armr quarterli div qtli div ten ct ten ct pay april 1 record march 9
144,opec meet firm price analyst opec forc meet a schedul june session readdress product cut agreement organ halt current slide oil price oil industri analyst movement higher oil price easi opec thought emerg meet sort problem daniel yergin director cambridg energi research associ cera analyst oil industri sourc problem opec face excess oil suppli world oil market opec problem a price problem a product issu address paul mlotok oil analyst salomon brother market earlier optim opec abil product control a pessimist outlook organ address wish regain initi oil price analyst uncertain emerg meet address problem opec product 15 8 mln bpd quota set decemb opec learn a buyer market deem quota fix price set differenti region manag major oil compani spoke condit name market teach lesson ad david mizrahi editor mideast report expect opec meet june immedi optimist opec address princip problem meet advantag winter demand sell oil late march april demand slacken mizrahi mizrahi opec reiter agreement output 15 8 mln bpd analyst month critic opec abil hold price output opec hold pact week buyer back market dillard sprigg petroleum analysi york bijan moussavar rahmani harvard univers energi environ polici center demand opec oil rise quarter prompt excess product demand opec oil 15 8 mln bpd closer 17 mln bpd higher character cheat opec meet demand current product told reuter a telephon interview
145,cenergi lt crg report 4th qtr net profit cenergi corp report fourth quarter net incom 790 000 dlr ct share revenu 7 7 mln dlr year report a net loss 6 5 mln dlr 70 ct share a result writedown book oil ga properti quarter revenu 37 mln dlr compani fiscal year end march 31 1985 chang a calend year end month end dec 31 1985 report a loss 63 4 mln dlr 6 54 dlr share revenu 47 6 mln dlr a result noncash writedown oil ga properti year end march 31 1985 cenergi report net incom 3 705 000 dlr 36 ct share revenu 71 mln dlr compani reserv year fell mln barrel 6 4 mln barrel oil 60 1 bilion cubic feet ga 63 7 bcf reserv disappear produc price recov
146,northern telecom lt nt declar stock split stock split pay 12 note split subject approv sharehold april 23 annual meet compani increas dividend post split share ct ct
147,torchmark lt tmk author stock repurchas torchmark corp board author purchas time time a signific portion 7 3 4 pct convert subordin debentur februari 25 outstand 150 mln dlr princip amount debenur compani plan redeem debentur june declar a regular quarterli dividend 25 ct share common payabl sharehold record april 10
151,techamerica group lt tch 4th qtr loss shr loss ct net loss 562 231 profit 10 253 rev 8 871 874 9 549 308 year shr loss 60 ct loss ct net loss 5 058 145 loss 766 185 rev 34 3 mln 35 5 mln
152,wilfr american educ lt wae regular div qtli div ct ct prior pay april record march 13
153,drexel offici stake epsilon data lt epsi a senior offici drexel burnham lambert father told secur exchang commiss acquir 258 591 share epsilon data manag 9 4 pct total outstand kenneth thoma senior vice presid invest drexel lo angel offic father retir univers professor a thoma bought stake 2 1 mln dlr primarili invest purpos buy stock sell stake depend market condit plan seek control compani
157,lt nova win govern huski lt hyo deal nova canadian compani own 56 pct huski oil receiv govern approv a transact lt union faith canada hold buy a 43 pct stake huski nova minist region industri expans michel cote rule union faith purchas huski stake result huski cede control a canadian compani rule a key condit complet deal union faith equal own lt hutchison whampoa lt hong kong electr hold agreement union faith huski a privat compani union faith nova hold 43 pct stock pct huski own rel li ka shing chairman hutchison pct canadian imperi bank commeric
160,potomac electr power lt pom januari net oper shr 27 ct 29 ct oper net 13 5 mln 14 6 mln rev 104 6 mln 110 3 mln 12 mth oper shr 4 10 dlr 3 66 dlr oper net 205 mln 186 8 mln rev 1 4 billion 1 3 billion note 1986 12 mth oper net exclud extraordinari gain 21 7 mln dlr 46 ct share sale virginia servic territori virginia power
162,suffield financi lt ssbk fed approv suffield financi corp feder reserv board approv applic acquir coastal bancorp lt csbk portland suffield approv superintend main bank depart
163,afg industri lt afg quarterli dividend qtli div ct ct pay april 3 record march 23
164,lt gsw year net oper shr 2 16 dlr 2 07 dlr oper net 8 037 000 7 710 000 rev 136 4 mln 133 3 mln note 1986 net exclud extraordinari gain 13 mln dlr 3 50 dlr shr sale lt camco share yr ago loss 4 3 mln dlr 1 14 dlr shr
165,santa anita realti lt sar quarterli dividend qtli div 51 ct 51 ct pay april 9 record march 25 santa anita realti enterpris
166,liquid air corp lt lana quarterli dividend qtli div 40 ct 40 ct pay march 31 record march 16
167,marshal steel year net oper shr ct 36 ct oper net 508 000 3 450 000 rev 296 7 mln 298 0 mln note marshal drummond mccall result includ extraordinari gain 952 000 dlr 11 ct share 1986 2 569 000 dlr 29 ct 1985 incom tax reduct
168,marshal steel detail gain unit sale marshal steel marshal drummond mccall report a 17 mln dlr net gain tax year sale drummond mccall divis sold effect januari
169,mayfair industri lt mayf 4th qtr net oper shr 21 ct 18 ct oper net 659 000 523 000 rev 7 866 000 5 503 000 avg shr 3 141 217 2 925 294 12 mth oper shr 70 ct 46 ct oper net 2 075 000 1 358 000 rev 25 9 mln 19 3 mln avg shr 2 980 247 2 925 294 note exclud tax gain 295 000 dlr qtr year
176,lng import algeria 1987 liquefi natur ga import algeria happen 1987 econom feasibl industri analyst sourc youcef yousfi director gener sonatrach algerian state petroleum agenc a televis interview algier import made year contract negoti file govern time requir restart mothbal termin delay import 1988 1989 daniel tuli a natur ga analyst shearson lehman bro sonatrach negoti custom panhandl eastern lt pel distriga a subsidiari cabot corp lt cbt resum lng export compani offici told reuter a el paso ga a subsidiari burlington northern lt bni express interest industri analyst import algerian lng feasibl a margin cost basi compani made capit invest handl lng import oper profit current price environ frank spadin energi economist banker trust analyst forse a major impact algerian import price soft expect trend higher end 1987 a declin ga drill time lag bring gulf mexico product onstream tighten ga suppli firm price shearson tuli context algerian lng import a sourc supplement suppli domest product ad compani sourc talk algeria agre algerian lng serv meet peak demand compani sourc negoti algeria emphas looser arrang relat volum market requir price spot market valu
179,swiss economi excel condit oecd switzerland economi combin low unemploy financi stabil a larg extern payment surplu excel condit face a satisfactori futur organis econom cooper develop oecd reflect success stabl tight fiscal monetari polici govern oecd annual report switzerland pick sign a slowdown activ a slight pick inflat year gave concern studi forecast a declin gross domest product growth 1 75 pct year estim pct 1986 a small rise consum price inflat 1 25 pct year sharp fall 0 75 pct 3 6 pct 1985 job creation continu absorb a modest increas workforc leav unemploy rate unchang pct lowest 24 industri nation oecd area assum averag exchang rate 1 71 swiss franc dollar year 1 69 half 1986 report forecast a 2 75 pct rise export a 3 5 pct rise import year rise 3 25 pct 6 5 pct 1986 faster growth import compar export year reflect buoyant privat consumpt meant contribut foreign payment balanc gdp shrink year switzerland larg extern surplu concern domest demand grow faster gdp a small contribut improv intern balanc oecd real privat consumpt appear unusu buoyant year a 3 25 pct growth rate year rel weak note 1987 privat consumpt expect slow a 2 25 pct growth rate outstrip gdp ad outlook invest plant machineri remain bright 1987 capac record level year scope rationalis modernis industri servic sector a consequ growth machineri equip invest deceler slightli year vigor growth 1986 report rais a questionmark prospect tourism bank industri major servic sector earner foreign exchang long term appreci swiss franc acceler deregul foreign bank market lead a loss intern market share bank recent develop intern financi market give rise question swiss financi system shown substanti flexibl past adapt speed requir preserv competit posit
180,wheat bonu soviet call dormant agricultur depart activ offer subsid wheat soviet union export enhanc program eep senior usda offici grain trade analyst propos rule offer made futur grain compani fire aid agricultur secretari richard lyng isn talk inform formal analyst interview reuter confid usda offici bonu wheat offer soviet offici make offer held grain talk soviet counterpart earlier week administr privat sourc agre reagan administr decid offer subsid wheat moscow month don propos sail interag process aid lyng export enhanc offer consumm overnight usda offici note administr month decid favor sell china wheat subsidi program offici repres a larg grain trade compani deliber usda nudg member congress a number urg usda week make a wheat subsidi offer soviet lyng aid a day long visit capitol hill yesterday hous member press secretari subsidi question a singl time administr interag trade polici review group compris subcabinet level offici ask clear a request offer moscow wheat eep offici trade repres offic talk week side discuss administr previou eep offer talk initi usda offici part consult week exchang calm basic factual econom usda offici inform suggest hint soviet live pledg buy mln tonn wheat year grant favor term usda privat sourc agre consider eep initi interag review group delay disarray white hous stem iran arm affair
183,alatenn resourc lt atng 4th qtr net shr 75 ct 52 ct net 1 699 124 1 177 786 rev 45 6 mln 31 6 mln 12 mth shr 2 22 dlr 2 20 dlr net 5 057 292 4 961 085 rev 130 2 mln 126 7 mln
185,versatil sell unit vicon lt versatil corp agre principl sell alberta base versatil nobl cultiv divis vicon ontario undisclos term divis manufactur tillag spray equip
186,videotron buy exhibit compani group videotron agre buy 50 pct group promexpo a compani special product exhibit mln dlr
187,lt memotec data year net shr 81 ct 66 ct net 5 011 000 2 314 000 rev 57 3 mln 17 6 mln note result includ extraordinari gain 1 593 000 dlr 26 ct a share 1986 451 000 dlr 13 ct a share 1985
